episode,strategy,ways,shots,queries,fault_sigma,fault_drop_prob,chosen_method,final_method,rollback_used,acc_final,acc_proto,latency_ms,entropy_final,conf_final,js_vs_proto,alerts,alerts_count,holdout_acc_proto,holdout_acc_ridge
13,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.5066666603088379,0.5066666603088379,452.7830998413265,1.609009861946106,0.20775865018367767,0.0,HIGH_ENTROPY|LOW_CONF,2,0.6000000238418579,0.6000000238418579
14,agent_sentinel,5,5,15,0.05,0.0,ridge,prototype,1,0.4533333480358124,0.4533333480358124,438.8641002587974,1.6042550802230835,0.22759369015693665,0.0007791767711751163,HIGH_ENTROPY|LOW_CONF,2,0.0,0.20000000298023224
15,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.41333332657814026,0.41333332657814026,522.1516997553408,1.6090233325958252,0.20710191130638123,0.0,HIGH_ENTROPY|LOW_CONF,2,0.6000000238418579,0.6000000238418579
16,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.3733333349227905,0.3733333349227905,411.2936998717487,1.6086002588272095,0.20957578718662262,0.0,HIGH_ENTROPY|LOW_CONF,2,0.6000000238418579,0.4000000059604645
17,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.4933333396911621,0.4933333396911621,446.2608997710049,1.6090470552444458,0.2075546532869339,0.0,HIGH_ENTROPY|LOW_CONF,2,0.800000011920929,0.800000011920929
18,agent_sentinel,5,5,15,0.05,0.0,ridge,prototype,1,0.36000001430511475,0.36000001430511475,400.3531998023391,1.6038905382156372,0.22810541093349457,0.0009193090372718871,HIGH_ENTROPY|LOW_CONF,2,0.0,0.0
19,agent_sentinel,5,5,15,0.05,0.0,ridge,prototype,1,0.4266666769981384,0.4266666769981384,440.1288996450603,1.6047284603118896,0.22600382566452026,0.0006763606215827167,HIGH_ENTROPY|LOW_CONF,2,0.800000011920929,0.800000011920929
20,agent_sentinel,5,5,15,0.05,0.0,ridge,prototype,1,0.47999998927116394,0.47999998927116394,428.4375999122858,1.6037317514419556,0.22848816215991974,0.0008704711799509823,HIGH_ENTROPY|LOW_CONF,2,0.20000000298023224,0.4000000059604645
21,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.4266666769981384,0.4266666769981384,408.1230997107923,1.6090539693832397,0.20709095895290375,0.0,HIGH_ENTROPY|LOW_CONF,2,0.20000000298023224,0.20000000298023224
22,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.46666666865348816,0.46666666865348816,418.62470004707575,1.6091103553771973,0.20650194585323334,0.0,HIGH_ENTROPY|LOW_CONF,2,0.4000000059604645,0.4000000059604645
23,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.3333333432674408,0.3333333432674408,468.93389988690615,1.6091440916061401,0.20656749606132507,0.0,HIGH_ENTROPY|LOW_CONF,2,0.4000000059604645,0.4000000059604645
24,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.36000001430511475,0.36000001430511475,422.82680002972484,1.6091264486312866,0.2067340761423111,0.0,HIGH_ENTROPY|LOW_CONF,2,0.800000011920929,0.4000000059604645
25,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.6399999856948853,0.6399999856948853,441.58290000632405,1.6088716983795166,0.20901720225811005,0.0,HIGH_ENTROPY|LOW_CONF,2,0.800000011920929,0.800000011920929
26,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.46666666865348816,0.46666666865348816,485.74170004576445,1.6090770959854126,0.20752769708633423,0.0,HIGH_ENTROPY|LOW_CONF,2,0.6000000238418579,0.6000000238418579
27,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.4399999976158142,0.4399999976158142,413.4323000907898,1.6090292930603027,0.20752070844173431,0.0,HIGH_ENTROPY|LOW_CONF,2,0.6000000238418579,0.6000000238418579
28,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.4266666769981384,0.4266666769981384,396.1499002762139,1.6091728210449219,0.2060779631137848,0.0,HIGH_ENTROPY|LOW_CONF,2,0.800000011920929,0.800000011920929
29,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.2666666805744171,0.2666666805744171,421.15220008417964,1.6090985536575317,0.20652393996715546,0.0,HIGH_ENTROPY|LOW_CONF,2,0.20000000298023224,0.20000000298023224
30,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.5333333611488342,0.5333333611488342,420.1489998959005,1.6086446046829224,0.20931212604045868,0.0,HIGH_ENTROPY|LOW_CONF,2,0.6000000238418579,0.6000000238418579
31,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.3866666555404663,0.3866666555404663,470.1140997931361,1.6089956760406494,0.20693133771419525,0.0,HIGH_ENTROPY|LOW_CONF,2,0.6000000238418579,0.4000000059604645
32,agent_sentinel,5,5,15,0.05,0.0,ridge,prototype,1,0.36000001430511475,0.36000001430511475,432.63710010796785,1.6045252084732056,0.22753578424453735,0.0008008492877706885,HIGH_ENTROPY|LOW_CONF,2,0.6000000238418579,0.800000011920929
33,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.5066666603088379,0.5066666603088379,436.08530005440116,1.6090335845947266,0.20748931169509888,0.0,HIGH_ENTROPY|LOW_CONF,2,0.20000000298023224,0.20000000298023224
34,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.4000000059604645,0.4000000059604645,405.6112999096513,1.6088407039642334,0.20840203762054443,0.0,HIGH_ENTROPY|LOW_CONF,2,0.4000000059604645,0.4000000059604645
35,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.6399999856948853,0.6399999856948853,437.0222999714315,1.6084027290344238,0.2115304172039032,0.0,HIGH_ENTROPY|LOW_CONF,2,0.6000000238418579,0.6000000238418579
36,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.3733333349227905,0.3733333349227905,425.1597998663783,1.6091026067733765,0.2064008265733719,0.0,HIGH_ENTROPY|LOW_CONF,2,0.20000000298023224,0.20000000298023224
37,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.30666667222976685,0.30666667222976685,425.81709986552596,1.6091638803482056,0.20590534806251526,0.0,HIGH_ENTROPY|LOW_CONF,2,0.4000000059604645,0.4000000059604645
38,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.5333333611488342,0.5333333611488342,385.948000010103,1.6088403463363647,0.2087794691324234,0.0,HIGH_ENTROPY|LOW_CONF,2,0.6000000238418579,0.20000000298023224
39,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.4533333480358124,0.4533333480358124,422.49329993501306,1.6090840101242065,0.20705176889896393,0.0,HIGH_ENTROPY|LOW_CONF,2,0.0,0.0
40,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.4933333396911621,0.4933333396911621,427.1597000770271,1.6091725826263428,0.20598475635051727,0.0,HIGH_ENTROPY|LOW_CONF,2,0.6000000238418579,0.6000000238418579
41,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.36000001430511475,0.36000001430511475,429.1681000031531,1.609121322631836,0.2064938098192215,0.0,HIGH_ENTROPY|LOW_CONF,2,0.4000000059604645,0.20000000298023224
42,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.47999998927116394,0.47999998927116394,462.2574998065829,1.6091147661209106,0.20673424005508423,0.0,HIGH_ENTROPY|LOW_CONF,2,0.20000000298023224,0.20000000298023224
43,agent_sentinel,5,5,15,0.05,0.0,ridge,prototype,1,0.46666666865348816,0.46666666865348816,408.20199996232986,1.6039307117462158,0.22883613407611847,0.0008093047072179615,HIGH_ENTROPY|LOW_CONF,2,0.6000000238418579,0.800000011920929
44,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.3866666555404663,0.3866666555404663,422.48390009626746,1.6090391874313354,0.20695075392723083,0.0,HIGH_ENTROPY|LOW_CONF,2,0.20000000298023224,0.20000000298023224
45,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.3733333349227905,0.3733333349227905,542.6890002563596,1.6091328859329224,0.2065175622701645,0.0,HIGH_ENTROPY|LOW_CONF,2,0.20000000298023224,0.20000000298023224
46,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.4933333396911621,0.4933333396911621,439.72539994865656,1.609018325805664,0.20751550793647766,0.0,HIGH_ENTROPY|LOW_CONF,2,1.0,0.800000011920929
47,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.3333333432674408,0.3333333432674408,493.50279988721013,1.6091398000717163,0.20638097822666168,0.0,HIGH_ENTROPY|LOW_CONF,2,0.6000000238418579,0.6000000238418579
48,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.5600000023841858,0.5600000023841858,415.16590025275946,1.6090673208236694,0.20748865604400635,0.0,HIGH_ENTROPY|LOW_CONF,2,0.4000000059604645,0.20000000298023224
49,agent_sentinel,5,5,15,0.05,0.0,ridge,prototype,1,0.36000001430511475,0.36000001430511475,414.51000003144145,1.604400634765625,0.22636398673057556,0.0008320999913848937,HIGH_ENTROPY|LOW_CONF,2,0.20000000298023224,0.4000000059604645
50,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.46666666865348816,0.46666666865348816,473.3319999650121,1.6090151071548462,0.2078106850385666,0.0,HIGH_ENTROPY|LOW_CONF,2,0.6000000238418579,0.6000000238418579
51,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.36000001430511475,0.36000001430511475,454.66409996151924,1.6090080738067627,0.20677390694618225,0.0,HIGH_ENTROPY|LOW_CONF,2,0.20000000298023224,0.20000000298023224
52,agent_sentinel,5,5,15,0.05,0.0,ridge,prototype,1,0.3866666555404663,0.3866666555404663,413.31660002470016,1.6028021574020386,0.23308855295181274,0.001026366138830781,HIGH_ENTROPY|LOW_CONF,2,0.0,0.20000000298023224
53,agent_sentinel,5,5,15,0.05,0.0,ridge,prototype,1,0.47999998927116394,0.47999998927116394,445.7489000633359,1.603087067604065,0.23187598586082458,0.0009482306195423007,HIGH_ENTROPY|LOW_CONF,2,0.20000000298023224,0.4000000059604645
54,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.4399999976158142,0.4399999976158142,499.4357000105083,1.6091341972351074,0.2064257562160492,0.0,HIGH_ENTROPY|LOW_CONF,2,0.6000000238418579,0.6000000238418579
55,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.41333332657814026,0.41333332657814026,434.26640005782247,1.6091524362564087,0.20633867383003235,0.0,HIGH_ENTROPY|LOW_CONF,2,0.4000000059604645,0.4000000059604645
56,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.30666667222976685,0.30666667222976685,627.4450998753309,1.6091634035110474,0.20586974918842316,0.0,HIGH_ENTROPY|LOW_CONF,2,0.20000000298023224,0.20000000298023224
57,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.5199999809265137,0.5199999809265137,584.8190998658538,1.6087504625320435,0.20928004384040833,0.0,HIGH_ENTROPY|LOW_CONF,2,0.20000000298023224,0.20000000298023224
58,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.36000001430511475,0.36000001430511475,451.127199921757,1.6091411113739014,0.20615282654762268,0.0,HIGH_ENTROPY|LOW_CONF,2,0.4000000059604645,0.20000000298023224
59,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.41333332657814026,0.41333332657814026,454.38609970733523,1.6090271472930908,0.20721104741096497,0.0,HIGH_ENTROPY|LOW_CONF,2,0.4000000059604645,0.4000000059604645
60,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.41333332657814026,0.41333332657814026,407.12499991059303,1.609097957611084,0.20699885487556458,0.0,HIGH_ENTROPY|LOW_CONF,2,0.4000000059604645,0.4000000059604645
61,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.5600000023841858,0.5600000023841858,398.91499979421496,1.6086342334747314,0.2104899138212204,0.0,HIGH_ENTROPY|LOW_CONF,2,0.6000000238418579,0.6000000238418579
62,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.30666667222976685,0.30666667222976685,387.62079970911145,1.6091729402542114,0.20602713525295258,0.0,HIGH_ENTROPY|LOW_CONF,2,0.20000000298023224,0.20000000298023224
63,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.47999998927116394,0.47999998927116394,407.34370006248355,1.6088519096374512,0.20925858616828918,0.0,HIGH_ENTROPY|LOW_CONF,2,1.0,1.0
64,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.3866666555404663,0.3866666555404663,374.4282997213304,1.6091078519821167,0.20659461617469788,0.0,HIGH_ENTROPY|LOW_CONF,2,0.20000000298023224,0.20000000298023224
65,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.5333333611488342,0.5333333611488342,375.82690035924315,1.6089543104171753,0.20755784213542938,0.0,HIGH_ENTROPY|LOW_CONF,2,0.800000011920929,0.800000011920929
66,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.4000000059604645,0.4000000059604645,375.8413000032306,1.6091601848602295,0.20601780712604523,0.0,HIGH_ENTROPY|LOW_CONF,2,0.6000000238418579,0.6000000238418579
67,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.54666668176651,0.54666668176651,376.8203998915851,1.6090413331985474,0.20773300528526306,0.0,HIGH_ENTROPY|LOW_CONF,2,0.4000000059604645,0.4000000059604645
68,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.4000000059604645,0.4000000059604645,380.0772000104189,1.609014868736267,0.20744724571704865,0.0,HIGH_ENTROPY|LOW_CONF,2,0.800000011920929,0.800000011920929
69,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.5066666603088379,0.5066666603088379,410.6843997724354,1.6089810132980347,0.20796450972557068,0.0,HIGH_ENTROPY|LOW_CONF,2,0.800000011920929,0.800000011920929
70,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.47999998927116394,0.47999998927116394,385.1013001985848,1.609065294265747,0.2071935087442398,0.0,HIGH_ENTROPY|LOW_CONF,2,0.4000000059604645,0.4000000059604645
71,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.30666667222976685,0.30666667222976685,353.7215003743768,1.6091433763504028,0.20617064833641052,0.0,HIGH_ENTROPY|LOW_CONF,2,0.20000000298023224,0.20000000298023224
72,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.3733333349227905,0.3733333349227905,346.02189995348454,1.6089918613433838,0.20774640142917633,0.0,HIGH_ENTROPY|LOW_CONF,2,0.20000000298023224,0.20000000298023224
73,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.36000001430511475,0.36000001430511475,361.9512999430299,1.608894944190979,0.20780277252197266,0.0,HIGH_ENTROPY|LOW_CONF,2,0.4000000059604645,0.4000000059604645
74,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.46666666865348816,0.46666666865348816,367.51489993184805,1.6091059446334839,0.20672456920146942,0.0,HIGH_ENTROPY|LOW_CONF,2,0.6000000238418579,0.4000000059604645
75,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.4933333396911621,0.4933333396911621,383.33870004862547,1.608902096748352,0.20840536057949066,0.0,HIGH_ENTROPY|LOW_CONF,2,0.6000000238418579,0.6000000238418579
76,agent_sentinel,5,5,15,0.05,0.0,ridge,prototype,1,0.46666666865348816,0.46666666865348816,394.30230017751455,1.604225754737854,0.2281574308872223,0.0007324598846025765,HIGH_ENTROPY|LOW_CONF,2,0.6000000238418579,0.6000000238418579
77,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.2666666805744171,0.2666666805744171,370.480400044471,1.6091833114624023,0.20576785504817963,0.0,HIGH_ENTROPY|LOW_CONF,2,0.20000000298023224,0.20000000298023224
78,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.5066666603088379,0.5066666603088379,336.6588996723294,1.6090600490570068,0.20716740190982819,0.0,HIGH_ENTROPY|LOW_CONF,2,0.20000000298023224,0.0
79,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.41333332657814026,0.41333332657814026,396.9082999974489,1.6090848445892334,0.2067892998456955,0.0,HIGH_ENTROPY|LOW_CONF,2,0.4000000059604645,0.4000000059604645
80,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.2666666805744171,0.2666666805744171,447.369999717921,1.6092101335525513,0.2056053876876831,0.0,HIGH_ENTROPY|LOW_CONF,2,0.0,0.0
81,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.3466666638851166,0.3466666638851166,398.1864000670612,1.6091219186782837,0.20633459091186523,0.0,HIGH_ENTROPY|LOW_CONF,2,0.20000000298023224,0.0
82,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.54666668176651,0.54666668176651,425.14170007780194,1.6090002059936523,0.2072901725769043,0.0,HIGH_ENTROPY|LOW_CONF,2,0.6000000238418579,0.6000000238418579
83,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.3199999928474426,0.3199999928474426,390.0829995982349,1.6091607809066772,0.20590835809707642,0.0,HIGH_ENTROPY|LOW_CONF,2,0.20000000298023224,0.20000000298023224
84,agent_sentinel,5,5,15,0.05,0.0,ridge,prototype,1,0.4933333396911621,0.4933333396911621,401.7523000948131,1.6044527292251587,0.2262088805437088,0.000753477739635855,HIGH_ENTROPY|LOW_CONF,2,0.0,0.4000000059604645
85,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.3866666555404663,0.3866666555404663,379.8245997168124,1.60889732837677,0.20744360983371735,0.0,HIGH_ENTROPY|LOW_CONF,2,0.4000000059604645,0.4000000059604645
86,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.47999998927116394,0.47999998927116394,388.1232999265194,1.6089900732040405,0.20758529007434845,0.0,HIGH_ENTROPY|LOW_CONF,2,0.4000000059604645,0.20000000298023224
87,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.46666666865348816,0.46666666865348816,377.16350005939603,1.6091103553771973,0.20670227706432343,0.0,HIGH_ENTROPY|LOW_CONF,2,0.6000000238418579,0.6000000238418579
88,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.47999998927116394,0.47999998927116394,388.22790002450347,1.6090474128723145,0.20696482062339783,0.0,HIGH_ENTROPY|LOW_CONF,2,0.6000000238418579,0.6000000238418579
89,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.4000000059604645,0.4000000059604645,367.81710013747215,1.6091464757919312,0.20640423893928528,0.0,HIGH_ENTROPY|LOW_CONF,2,0.20000000298023224,0.20000000298023224
90,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.46666666865348816,0.46666666865348816,349.5964999310672,1.6090999841690063,0.20679587125778198,0.0,HIGH_ENTROPY|LOW_CONF,2,0.0,0.0
91,agent_sentinel,5,5,15,0.05,0.0,ridge,prototype,1,0.47999998927116394,0.47999998927116394,362.1610999107361,1.6046372652053833,0.22610272467136383,0.000761678849812597,HIGH_ENTROPY|LOW_CONF,2,0.4000000059604645,0.800000011920929
92,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.3733333349227905,0.3733333349227905,369.0589996986091,1.6084057092666626,0.2103334218263626,0.0,HIGH_ENTROPY|LOW_CONF,2,0.800000011920929,0.6000000238418579
93,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.41333332657814026,0.41333332657814026,367.5758996978402,1.609140157699585,0.20636619627475739,0.0,HIGH_ENTROPY|LOW_CONF,2,0.20000000298023224,0.20000000298023224
94,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.4266666769981384,0.4266666769981384,395.802800077945,1.6090558767318726,0.20716065168380737,0.0,HIGH_ENTROPY|LOW_CONF,2,0.6000000238418579,0.6000000238418579
95,agent_sentinel,5,5,15,0.05,0.0,ridge,prototype,1,0.41333332657814026,0.41333332657814026,394.63650016114116,1.6047478914260864,0.2260044366121292,0.0007734181126579642,HIGH_ENTROPY|LOW_CONF,2,0.20000000298023224,0.20000000298023224
96,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.3733333349227905,0.3733333349227905,389.4917997531593,1.6090943813323975,0.20695333182811737,0.0,HIGH_ENTROPY|LOW_CONF,2,0.20000000298023224,0.0
97,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.4000000059604645,0.4000000059604645,428.74010000377893,1.609135389328003,0.20619764924049377,0.0,HIGH_ENTROPY|LOW_CONF,2,0.6000000238418579,0.4000000059604645
98,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.46666666865348816,0.46666666865348816,428.25679993256927,1.6091499328613281,0.20614859461784363,0.0,HIGH_ENTROPY|LOW_CONF,2,0.4000000059604645,0.20000000298023224
99,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.54666668176651,0.54666668176651,400.6857997737825,1.6089192628860474,0.20849579572677612,0.0,HIGH_ENTROPY|LOW_CONF,2,0.4000000059604645,0.4000000059604645
100,agent_sentinel,5,5,15,0.05,0.0,ridge,prototype,1,0.47999998927116394,0.47999998927116394,426.7397001385689,1.6048247814178467,0.2255193591117859,0.0007082487572915852,HIGH_ENTROPY|LOW_CONF,2,0.4000000059604645,0.4000000059604645
101,agent_sentinel,5,5,15,0.05,0.0,ridge,prototype,1,0.5199999809265137,0.5199999809265137,399.32249998673797,1.6028043031692505,0.23224739730358124,0.0009481663582846522,HIGH_ENTROPY|LOW_CONF,2,0.4000000059604645,0.6000000238418579
102,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.4533333480358124,0.4533333480358124,405.11069959029555,1.609065294265747,0.20713280141353607,0.0,HIGH_ENTROPY|LOW_CONF,2,0.20000000298023224,0.0
103,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.4399999976158142,0.4399999976158142,444.8398002423346,1.6090649366378784,0.20713774859905243,0.0,HIGH_ENTROPY|LOW_CONF,2,0.20000000298023224,0.20000000298023224
104,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.3199999928474426,0.3199999928474426,421.997900120914,1.6091457605361938,0.20625227689743042,0.0,HIGH_ENTROPY|LOW_CONF,2,0.4000000059604645,0.4000000059604645
105,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.36000001430511475,0.36000001430511475,397.2317003645003,1.6088606119155884,0.20731157064437866,0.0,HIGH_ENTROPY|LOW_CONF,2,0.4000000059604645,0.20000000298023224
106,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.41333332657814026,0.41333332657814026,417.70400013774633,1.6090906858444214,0.2064744532108307,0.0,HIGH_ENTROPY|LOW_CONF,2,0.6000000238418579,0.6000000238418579
107,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.2666666805744171,0.2666666805744171,467.70939975976944,1.6091878414154053,0.20589709281921387,0.0,HIGH_ENTROPY|LOW_CONF,2,0.4000000059604645,0.4000000059604645
108,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.6933333277702332,0.6933333277702332,534.64649990201,1.6088708639144897,0.20933087170124054,0.0,HIGH_ENTROPY|LOW_CONF,2,1.0,1.0
109,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.36000001430511475,0.36000001430511475,561.4300998859107,1.6091270446777344,0.20665399730205536,0.0,HIGH_ENTROPY|LOW_CONF,2,0.20000000298023224,0.20000000298023224
110,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.4933333396911621,0.4933333396911621,584.5658998005092,1.6087528467178345,0.2095157951116562,0.0,HIGH_ENTROPY|LOW_CONF,2,0.20000000298023224,0.20000000298023224
111,agent_sentinel,5,5,15,0.05,0.0,ridge,prototype,1,0.46666666865348816,0.46666666865348816,698.9162000827491,1.603769302368164,0.22937490046024323,0.000795736734289676,HIGH_ENTROPY|LOW_CONF,2,0.4000000059604645,0.6000000238418579
112,agent_sentinel,5,5,15,0.05,0.0,ridge,prototype,1,0.41333332657814026,0.41333332657814026,805.4952002130449,1.604717493057251,0.22625528275966644,0.000777510111220181,HIGH_ENTROPY|LOW_CONF,2,0.20000000298023224,0.6000000238418579
113,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.47999998927116394,0.47999998927116394,572.3018003627658,1.609052062034607,0.20739641785621643,0.0,HIGH_ENTROPY|LOW_CONF,2,0.4000000059604645,0.20000000298023224
