episode,strategy,ways,shots,queries,fault_sigma,fault_drop_prob,chosen_method,final_method,rollback_used,acc_final,acc_proto,latency_ms,entropy_final,conf_final,js_vs_proto,alerts,alerts_count,holdout_acc_proto,holdout_acc_ridge
1,agent_sentinel,5,5,15,0.0,0.0,prototype,prototype,0,0.9733333587646484,0.9733333587646484,445.53270004689693,1.6087182760238647,0.20954865217208862,0.0,HIGH_ENTROPY|LOW_CONF,2,0.800000011920929,0.800000011920929
2,agent_sentinel,5,5,15,0.0,0.0,ridge,prototype,1,0.9066666960716248,0.9066666960716248,456.81090001016855,1.5993127822875977,0.2423854023218155,0.0019406640203669667,HIGH_ENTROPY|LOW_CONF,2,0.6000000238418579,0.800000011920929
3,agent_sentinel,5,5,15,0.0,0.0,prototype,prototype,0,0.9066666960716248,0.9066666960716248,386.4452997222543,1.6091994047164917,0.2060834765434265,0.0,HIGH_ENTROPY|LOW_CONF,2,1.0,0.800000011920929
4,agent_sentinel,5,5,15,0.0,0.0,ridge,prototype,1,0.8533333539962769,0.8533333539962769,361.5728998556733,1.589692234992981,0.2669576406478882,0.0035461524967104197,HIGH_ENTROPY|LOW_CONF,2,0.800000011920929,1.0
5,agent_sentinel,5,5,15,0.0,0.0,prototype,prototype,0,0.9200000166893005,0.9200000166893005,356.81919986382127,1.6084303855895996,0.21138446033000946,0.0,HIGH_ENTROPY|LOW_CONF,2,1.0,1.0
6,agent_sentinel,5,5,15,0.0,0.0,prototype,prototype,0,0.9200000166893005,0.9200000166893005,365.6178000383079,1.6089813709259033,0.20885717868804932,0.0,HIGH_ENTROPY|LOW_CONF,2,1.0,0.800000011920929
7,agent_sentinel,5,5,15,0.0,0.0,prototype,prototype,0,0.9599999785423279,0.9599999785423279,395.25730023160577,1.6089121103286743,0.20835204422473907,0.0,HIGH_ENTROPY|LOW_CONF,2,1.0,1.0
8,agent_sentinel,5,5,15,0.0,0.0,prototype,prototype,0,0.8533333539962769,0.8533333539962769,379.75710025057197,1.6092923879623413,0.20449116826057434,0.0,HIGH_ENTROPY|LOW_CONF,2,1.0,0.800000011920929
9,agent_sentinel,5,5,15,0.0,0.0,prototype,prototype,0,0.9200000166893005,0.9200000166893005,376.51180010288954,1.608986735343933,0.2071630209684372,0.0,HIGH_ENTROPY|LOW_CONF,2,0.800000011920929,0.6000000238418579
10,agent_sentinel,5,5,15,0.0,0.0,prototype,prototype,0,0.8933333158493042,0.8933333158493042,362.17139987275004,1.6092345714569092,0.205586776137352,0.0,HIGH_ENTROPY|LOW_CONF,2,0.800000011920929,0.800000011920929
