episode,strategy,ways,shots,queries,fault_sigma,fault_drop_prob,chosen_method,final_method,rollback_used,acc_final,acc_proto,latency_ms,entropy_final,conf_final,js_vs_proto,alerts,alerts_count,holdout_acc_proto,holdout_acc_ridge
1,agent_sentinel,5,5,15,0.1,0.0,prototype,prototype,0,0.20000000298023224,0.20000000298023224,412.72779973223805,1.608748435974121,0.20992334187030792,0.0,HIGH_ENTROPY|LOW_CONF,2,0.20000000298023224,0.20000000298023224
2,agent_sentinel,5,5,15,0.1,0.0,prototype,prototype,0,0.2266666740179062,0.2266666740179062,423.56500029563904,1.6086080074310303,0.21087589859962463,0.0,HIGH_ENTROPY|LOW_CONF,2,0.20000000298023224,0.0
3,agent_sentinel,5,5,15,0.1,0.0,prototype,prototype,0,0.36000001430511475,0.36000001430511475,436.9291001930833,1.608256459236145,0.21215955913066864,0.0,HIGH_ENTROPY|LOW_CONF,2,0.4000000059604645,0.4000000059604645
4,agent_sentinel,5,5,15,0.1,0.0,prototype,prototype,0,0.2933333218097687,0.2933333218097687,405.3332996554673,1.6085844039916992,0.21116986870765686,0.0,HIGH_ENTROPY|LOW_CONF,2,0.20000000298023224,0.20000000298023224
5,agent_sentinel,5,5,15,0.1,0.0,prototype,prototype,0,0.3199999928474426,0.3199999928474426,473.6270001158118,1.608701229095459,0.21000589430332184,0.0,HIGH_ENTROPY|LOW_CONF,2,0.20000000298023224,0.20000000298023224
6,agent_sentinel,5,5,15,0.1,0.0,prototype,prototype,0,0.30666667222976685,0.30666667222976685,511.24259969219565,1.6086757183074951,0.2107653021812439,0.0,HIGH_ENTROPY|LOW_CONF,2,0.20000000298023224,0.20000000298023224
7,agent_sentinel,5,5,15,0.1,0.0,ridge,prototype,1,0.2266666740179062,0.2266666740179062,413.0508997477591,1.6036092042922974,0.22916555404663086,0.0006884054164402187,HIGH_ENTROPY|LOW_CONF,2,0.4000000059604645,0.4000000059604645
8,agent_sentinel,5,5,15,0.1,0.0,prototype,prototype,0,0.2933333218097687,0.2933333218097687,413.10250014066696,1.6085971593856812,0.210749551653862,0.0,HIGH_ENTROPY|LOW_CONF,2,0.4000000059604645,0.20000000298023224
9,agent_sentinel,5,5,15,0.1,0.0,prototype,prototype,0,0.2133333384990692,0.2133333384990692,569.1864998079836,1.608703374862671,0.20975352823734283,0.0,HIGH_ENTROPY|LOW_CONF,2,0.20000000298023224,0.20000000298023224
10,agent_sentinel,5,5,15,0.1,0.0,prototype,prototype,0,0.2666666805744171,0.2666666805744171,599.3606001138687,1.608551025390625,0.21134766936302185,0.0,HIGH_ENTROPY|LOW_CONF,2,0.20000000298023224,0.20000000298023224
11,agent_sentinel,5,5,15,0.1,0.0,prototype,prototype,0,0.25333333015441895,0.25333333015441895,479.83579989522696,1.6086629629135132,0.21026510000228882,0.0,HIGH_ENTROPY|LOW_CONF,2,0.20000000298023224,0.20000000298023224
12,agent_sentinel,5,5,15,0.1,0.0,ridge,prototype,1,0.2933333218097687,0.2933333218097687,429.9044003710151,1.6038837432861328,0.22921620309352875,0.0006589735276065767,HIGH_ENTROPY|LOW_CONF,2,0.0,0.4000000059604645
13,agent_sentinel,5,5,15,0.1,0.0,prototype,prototype,0,0.3333333432674408,0.3333333432674408,490.620999597013,1.6081894636154175,0.21282117068767548,0.0,HIGH_ENTROPY|LOW_CONF,2,0.6000000238418579,0.4000000059604645
14,agent_sentinel,5,5,15,0.1,0.0,prototype,prototype,0,0.3466666638851166,0.3466666638851166,558.4371997974813,1.6085126399993896,0.21133556962013245,0.0,HIGH_ENTROPY|LOW_CONF,2,0.0,0.0
15,agent_sentinel,5,5,15,0.1,0.0,ridge,prototype,1,0.2133333384990692,0.2133333384990692,495.4933999106288,1.6039798259735107,0.22854261100292206,0.0007659864495508373,HIGH_ENTROPY|LOW_CONF,2,0.4000000059604645,0.6000000238418579
16,agent_sentinel,5,5,15,0.1,0.0,prototype,prototype,0,0.2266666740179062,0.2266666740179062,447.960099671036,1.6086678504943848,0.21056562662124634,0.0,HIGH_ENTROPY|LOW_CONF,2,0.20000000298023224,0.20000000298023224
17,agent_sentinel,5,5,15,0.1,0.0,prototype,prototype,0,0.3199999928474426,0.3199999928474426,427.800000179559,1.6086653470993042,0.21039515733718872,0.0,HIGH_ENTROPY|LOW_CONF,2,0.6000000238418579,0.6000000238418579
18,agent_sentinel,5,5,15,0.1,0.0,prototype,prototype,0,0.2800000011920929,0.2800000011920929,614.656999707222,1.6086610555648804,0.21024960279464722,0.0,HIGH_ENTROPY|LOW_CONF,2,0.0,0.0
19,agent_sentinel,5,5,15,0.1,0.0,prototype,prototype,0,0.3733333349227905,0.3733333349227905,546.6860998421907,1.6085692644119263,0.21147900819778442,0.0,HIGH_ENTROPY|LOW_CONF,2,0.800000011920929,0.800000011920929
20,agent_sentinel,5,5,15,0.1,0.0,prototype,prototype,0,0.23999999463558197,0.23999999463558197,647.2432999871671,1.6087112426757812,0.20997655391693115,0.0,HIGH_ENTROPY|LOW_CONF,2,0.0,0.0
21,agent_sentinel,5,5,15,0.1,0.0,prototype,prototype,0,0.20000000298023224,0.20000000298023224,516.9991999864578,1.6087172031402588,0.21019645035266876,0.0,HIGH_ENTROPY|LOW_CONF,2,0.20000000298023224,0.20000000298023224
22,agent_sentinel,5,5,15,0.1,0.0,prototype,prototype,0,0.30666667222976685,0.30666667222976685,522.5219000130892,1.6087461709976196,0.2097724974155426,0.0,HIGH_ENTROPY|LOW_CONF,2,0.4000000059604645,0.4000000059604645
23,agent_sentinel,5,5,15,0.1,0.0,prototype,prototype,0,0.2800000011920929,0.2800000011920929,544.1176998429,1.608778953552246,0.20948024094104767,0.0,HIGH_ENTROPY|LOW_CONF,2,0.20000000298023224,0.20000000298023224
24,agent_sentinel,5,5,15,0.1,0.0,prototype,prototype,0,0.2800000011920929,0.2800000011920929,532.6706999912858,1.6085113286972046,0.21136179566383362,0.0,HIGH_ENTROPY|LOW_CONF,2,0.4000000059604645,0.4000000059604645
25,agent_sentinel,5,5,15,0.1,0.0,ridge,prototype,1,0.3333333432674408,0.3333333432674408,477.88079967722297,1.604144811630249,0.22826604545116425,0.0006555208819918334,HIGH_ENTROPY|LOW_CONF,2,0.6000000238418579,0.800000011920929
26,agent_sentinel,5,5,15,0.1,0.0,prototype,prototype,0,0.25333333015441895,0.25333333015441895,573.031600099057,1.6087476015090942,0.2101464420557022,0.0,HIGH_ENTROPY|LOW_CONF,2,0.0,0.0
27,agent_sentinel,5,5,15,0.1,0.0,prototype,prototype,0,0.25333333015441895,0.25333333015441895,557.8765999525785,1.608641266822815,0.21044732630252838,0.0,HIGH_ENTROPY|LOW_CONF,2,0.20000000298023224,0.20000000298023224
28,agent_sentinel,5,5,15,0.1,0.0,prototype,prototype,0,0.3466666638851166,0.3466666638851166,553.2766999676824,1.6084773540496826,0.21126903593540192,0.0,HIGH_ENTROPY|LOW_CONF,2,0.800000011920929,0.6000000238418579
29,agent_sentinel,5,5,15,0.1,0.0,ridge,prototype,1,0.25333333015441895,0.25333333015441895,431.48079980164766,1.6034091711044312,0.22957687079906464,0.000696541799698025,HIGH_ENTROPY|LOW_CONF,2,0.20000000298023224,0.4000000059604645
30,agent_sentinel,5,5,15,0.1,0.0,ridge,prototype,1,0.20000000298023224,0.20000000298023224,437.4180003069341,1.6041901111602783,0.22834986448287964,0.0007156446226872504,HIGH_ENTROPY|LOW_CONF,2,0.6000000238418579,0.6000000238418579
31,agent_sentinel,5,5,15,0.1,0.0,prototype,prototype,0,0.2266666740179062,0.2266666740179062,519.6306998841465,1.6085962057113647,0.21021497249603271,0.0,HIGH_ENTROPY|LOW_CONF,2,0.4000000059604645,0.4000000059604645
32,agent_sentinel,5,5,15,0.1,0.0,ridge,prototype,1,0.2800000011920929,0.2800000011920929,467.32870023697615,1.6037284135818481,0.22900933027267456,0.0007367058424279094,HIGH_ENTROPY|LOW_CONF,2,0.4000000059604645,0.6000000238418579
33,agent_sentinel,5,5,15,0.1,0.0,ridge,prototype,1,0.30666667222976685,0.30666667222976685,539.4272999837995,1.6038700342178345,0.22771042585372925,0.0006733711343258619,HIGH_ENTROPY|LOW_CONF,2,0.20000000298023224,0.20000000298023224
34,agent_sentinel,5,5,15,0.1,0.0,prototype,prototype,0,0.2800000011920929,0.2800000011920929,484.59979984909296,1.6086770296096802,0.21029148995876312,0.0,HIGH_ENTROPY|LOW_CONF,2,0.0,0.0
35,agent_sentinel,5,5,15,0.1,0.0,prototype,prototype,0,0.2933333218097687,0.2933333218097687,472.1377003006637,1.608729362487793,0.2095695286989212,0.0,HIGH_ENTROPY|LOW_CONF,2,0.4000000059604645,0.20000000298023224
36,agent_sentinel,5,5,15,0.1,0.0,prototype,prototype,0,0.1599999964237213,0.1599999964237213,571.1337998509407,1.6085866689682007,0.21059922873973846,0.0,HIGH_ENTROPY|LOW_CONF,2,0.0,0.0
37,agent_sentinel,5,5,15,0.1,0.0,ridge,prototype,1,0.2266666740179062,0.2266666740179062,602.9058997519314,1.6045292615890503,0.22626924514770508,0.0005954683874733746,HIGH_ENTROPY|LOW_CONF,2,0.0,0.4000000059604645
